10000
436067766 1885197092 876207593 492036040 3511367801 2174184868 3026087176 3384594 1079548937 232088981 735587226 3797143149 3531664717 2505985606 1954772711 3399502239 
1580821665 4152034858 522112806 169729221 3236031579 2471847347 3728263787 1739908700 4110155598 3758881213 2782530436 1844542364 2823922783 530524980 1232782213 1914194840 
2639061268 3272784785 337243851 274437712 1711411396 1558425832 1800482254 2538434011 1388175988 3976545987 1167936605 2960771820 730010363 2475726335 1897315491 2387423250 
2391820861 3907116634 2983454504 1759836133 1120108406 1426808764 104779058 157907171 81236353 2680452088 2425621587 2074533810 2517176911 2721312614 646732783 4154302527 
265452211 4248293903 2995468396 287603509 2656012421 2123256573 3731346958 1551839738 3610970820 3737981439 1907674523 1969104050 2323575186 2212199702 3371107312 1367795421 
3714753772 4222793184 626255043 2165577737 3380870798 1298702056 653796765 79283515 4109739607 2794110863 1513380593 800383017 3052976951 1495549403 379813733 1551119715 
1652046466 3615636092 55935290 3755357094 1074502675 2670709720 1160677910 1282956812 3432424188 2701839894 778097999 4179661635 2591456337 1937356855 539540525 2698719363 
3307159611 1871180407 932961367 4289298238 4029994821 3613108141 1058011224 2010755431 795749289 2124048994 2319826658 1769656134 4001699645 2908542299 3948206400 2766178510 
1629766258 2529909694 314076239 1335350028 4221659618 585531492 1801368439 1765481693 2921081657 1192196688 1755932140 2515792449 3662648546 1136692615 1059397803 3909610175 
3475933724 277180070 3792110049 1499695654 2405485686 3773956345 3169825195 1722629152 4054784706 3681716099 2014727778 2827401396 2296812034 1665018949 3963897903 3364086591 
2595197677 969765942 870397214 444335411 2721729579 2682895632 770169128 418866148 826865406 1637983890 1254596970 3347971047 3274347134 4266687508 4054497845 1404982454 
3014160707 94206084 2791836532 1158090608 2918904669 3964295487 2691748752 893325400 3407781330 2175416069 2790058418 3100616580 1715477236 336922488 3452219304 3412700473 
186667209 1972524028 817977320 1175601589 386367366 1887415442 1850616517 4035112768 2431164994 2895197931 2978767749 394832594 423955890 944090588 502958845 932051757 
2723240123 1579795042 3666873950 3078181488 3815453180 1586749182 1456033616 3726255938 604379810 1485389437 1190172148 1903017639 1702687046 2755292864 1988837323 1573236502 
3186494014 962641007 1836140871 2273594964 3501566369 4169418950 3274762226 3119305646 3114868348 608162485 3357118907 4105980705 660961326 1650048635 4159554071 3988220361 
1504754244 528074342 992095561 2738603921 474417209 2978826092 3365156341 381337772 2101615334 4289384048 1333818625 620783325 1561104173 1006667376 2178985993 1952095263 
2525613159 2994539983 2259105176 2801110368 4195127292 3746572700 3254273885 3369358829 956221213 4238024810 1795461049 4291316342 2734738887 1897075278 860465549 2949492762 
450564081 4185789224 33147725 2414771072 1517996480 3152506946 1863650180 1247738196 3546048472 2527627143 131030202 1638096475 782754823 3405045782 1165384806 2774945543 
3914940420 3033938868 349846297 607001045 918095897 2840557776 1858755818 2040537558 628345048 273305274 3737401273 573845493 3314261706 95605835 3224502144 2727861491 
2428853874 3329265529 3949751272 3706919324 2743675688 2469757141 2265110968 860362876 739595267 2633686592 2395529044 4274666922 3574763069 1122536630 1809067534 877392340 
3701788280 3559687772 1347103809 801372049 218858932 2046318598 2608596785 1690160766 2990815047 4104150657 1791997836 2089676325 1313126084 3814328401 3907629244 3695049193 
2139616826 322089735 1841787950 2731453490 3482861649 1778063000 1438090501 3102946634 2922976221 3828870125 1371565608 3492019386 403767081 2096485067 2040140481 2381909387 
