5000
2794200580 114932095 4268358896 430116251 1553634821 3497662192 908143518 957517900 1195810748 2969885792 280517852 2997032440 2795938800 564230388 2860932134 4291453590 1691132925 717854256 2208591800 3819440440 2429488976 465955872 1451985754 2636183755 
3130873470 153795120 165695137 2633789616 1320349085 1544635679 3954130790 4261489326 2125923396 695298141 2466965119 1747086399 2281825982 1236893563 1006026170 4280884598 588659762 3237091157 298649336 13372135 3902555714 2561698350 4048648190 3594306081 
3651636244 710201684 2226044540 3450706822 1088747084 1839994586 4137338127 903679100 2972818414 430636166 3880938325 3329881202 518114531 3633021618 1631547906 2980882811 3492023996 1076310370 3889158548 3966108826 1749672600 960457536 100297523 1457440421 
170879196 3997577237 2045046710 4119693219 1803699962 3688996080 604862421 3840752856 1207736784 2555242869 539106131 3828903885 2995554130 3882975211 3825657403 3760719338 144237025 3543558356 3029936467 1741631301 2581001207 3039276164 3236219415 3382904581 
3277468975 501543876 4065252507 1576272522 3933239853 3224225683 3710385795 4131722701 996565031 2155615478 149973850 1799895461 3636542138 2998834421 2869084915 938287268 3004251885 290466406 2573012675 436516125 770721994 1250052838 2506923895 3477572274 
1909486944 705872660 1764924267 354754523 1360686109 2012557644 3264658246 4239301360 399233769 2217147510 1475919057 894014378 1180240008 2843064680 4015362459 2768607510 601709061 30972497 1666457738 3381773129 2028722758 357803894 64987979 4006652332 
1318824134 2301272870 1069465476 1993095107 1617849651 3072427228 2575635142 1787705226 2289372816 1084575622 45432279 1555120412 1295636386 1808464548 4147227760 1142130962 2610155175 800944956 2496134782 628423761 440987470 1720997102 742762861 4218886987 
1605300486 2022544117 1968636747 740515080 3176311768 3363901380 4198348748 3803986553 2652281077 206291234 2703989365 3889453978 966192092 2788275162 84228444 3956889707 3300201400 3617808054 1660996756 1630055171 2693216441 1492849602 1090714427 351756909 
973469281 2553310135 1391175332 2666266727 2900733686 4265535501 2507070754 2678410842 3135287202 3205004258 3406254434 950515073 2880191548 2090335605 3783103835 1469701077 1107104827 1536869258 3090849334 814756060 1250754114 2497766463 1660041917 3720275654 
1380734209 2317621992 3071085944 1162190200 3084568610 3647827107 653923461 482669272 3646483646 204346630 238578476 2539491451 3215845787 1277819320 3463748934 572208249 2116084668 2248908331 1171220146 791185275 1358028108 3662821573 1200681674 3510509698 
1834573719 1025561925 1358225829 59718989 2960036439 108261004 781580978 1035250449 1732423436 2650790343 682290981 2123723226 3657860920 3353660680 2763644454 503127179 1012600083 2045286376 1858635049 1316583858 2413275406 3085848750 1369432289 3248700119 
4146544777 2232447285 2824072664 2128780524 3594151986 1513524787 2649774613 186964739 1530100673 894810048 2641410361 1384026940 3084093952 562755014 3650814353 2352223813 2238622662 3267288553 1253781129 1727824070 1908748138 722924120 1404108152 1136037140 
3579871366 2968238249 712595813 2378896019 1010778512 2900062028 2872653578 1771008560 2643048767 2116541514 3692319428 34243819 2297655778 497546260 1471663937 3130570149 1048716288 2256244846 3732483291 1722842640 782008433 966905510 3541384687 864327301 
3482865256 2135985397 2178124158 2123914021 3947005893 440291920 3406468792 1546339363 2941916068 2945449836 2023892862 2906150865 2143400748 1368312549 3913226315 78102528 472772744 1259554943 1385124700 3640841000 2963752945 1937861954 1404224644 660514161 
4261870364 3323630032 3139899351 1233566388 768888663 1184813274 511941172 2859799411 4089732549 3543243966 4207503742 4225531529 2085493819 4181512439 2326135993 867405496 2353499233 950757906 1877547469 203679094 2689164852 3373362735 1073031565 2582533553 
2219056517 2504032085 1899357008 2987772669 2429380311 2888630384 2280781396 304964375 2890398033 2766364041 2059538314 654128583 422275199 3499693172 1764593433 4191726219 1306520708 1565444267 2513654677 3014999279 3662004463 4171004405 267539458 2266230599 
2238128926 1440228877 454487708 2768711805 2059736847 2021941317 2346074548 3032852466 1132384273 3611061890 2532103279 2792155125 2565553054 1544452835 1878897656 277170247 1023289956 3825904563 2351774189 3001112479 3832762542 2310029868 1278067540 960192969 
2831339151 2014151891 315167993 914198234 3144866846 1613197401 1148038545 1415695244 2605440671 3184818307 1590432732 744291972 381004193 2179362548 3392673975 2249261457 1956612410 3170669177 344274305 1776860615 201157311 3040008134 2796006406 2557571164 
1624815795 1218881064 3498286985 1757542507 4078443516 2170019704 3992998950 228019824 3203091114 3148684288 810691165 1849068124 3177811054 3173530725 1719538608 1158953470 3351805628 2228433013 4237213061 2207327481 1447173907 98275907 2011908089 1672909056 
79182012 1090300294 2013737822 47289055 3163096065 164475288 3106222903 4076396376 1349193221 2178050901 1025806934 917137383 1270118016 3348016964 3428031892 346791848 725042363 1723898608 3934825868 189278236 2197528192 3921759565 3400316742 2178132329 
